没戏	没辙	1
只管	尽管	1
GDP	生产力	1
包袱	段子	1
由此	通过	-inf
日期	时间	1.0
爱面子	好高骛远	1
严厉	严谨	9.999999999999988
一方面	一边	7.5477079802632465
托福	GRE	1
亏	幸亏	1
蹩脚	差强人意	1
容易	顺利	0.9999999999999988
悲喜	大悲大喜	1
老气	土气	1
狭隘	狭窄	1
抄袭	克隆	1
害臊	腼腆	1
幻境	红楼梦	1
依稀	清晰	1
权限	权力	7.183718079230747
伟大	壮烈	6.174201742890668
娇艳	幽美	1
理解	理会	1
酣睡	打鼾	1
自然	环境	5.938895179158531
振兴	建设	1.0600572445772947
节日	假日	7.207336066654152
的哥	司机	1
几乎	差点儿	1
江湖	红尘	1
路子	后门	1
牛脾气	我行我素	1
物品	物质	8.60673465050361
塞车	拥挤	1
面	首	2.158908923749037
冷僻	晦涩	1
免费	便宜	8.25281118022848
发票	账单	1
回收站	垃圾篓	1
典型	代表	0.9999999999999987
必须	必需	10.000000000000002
出神	发楞	1
琢磨	镂刻	1
身姿	身手	1
质量	重量	5.9937476669634195
事变	后院起火	1
大小	多少	6.698295474791773
信物	证件	1
牺牲	粉身碎骨	1
豆蔻年华	黄金时代	1
血液	红细胞	1
硅谷	中关村	1
天赋	技能	1
酷	爽	1
旅客	驴友	1
隆重	重要	2.702971488390935
候选人	备胎	1
平凡	平庸	1
了不得	好	1
鸣谢	酬答	1
线路	行程	7.373919363083099
多角度	多元化	1
要面子	虚荣心	1
许可证	执照	9.999999999999998
是非	方圆	8.438456900605166
崛起	凸起	1
工作日	开放日	1
大	高	1.7988697307013386
吸引力	地磁力	1
右翼	左派	1
和谐	平安	8.372873650870211
商标	符号	1
违纪	贪污	6.496287275448184
环境	生态	8.169012531037296
实践	进行	1.997682748979551
买卖	营销	5.358317255147027
合理	合理性	7.200565863614583
辛勤	夜以继日	1
手续	过程	3.6982043677822394
渣	废品	1
高峰	山巅	1
收费	缴纳	7.756873386560163
享受	大快朵颐	1
怯懦	胆小鬼	1
杂事	闲事	1
言语	语言	1
借口	理由	8.656201932464858
与	以及	5.013189124664059
怯弱	狗熊	1
惠顾	照顾	1
迷人	气质	10.0
果粉	米粉	1
榜样	样子	6.963859810614863
愚钝	大智若愚	1
打假	扫黄	9.350451662321358
均衡	全面	4.492317951674375
制约	收敛	1
经营者	纳税人	6.538642214536905
瘦弱	苗条	1
前途	道路	5.156307368730975
遛弯	走路	1
爱心	慈善	7.003348753886968
光盘	硬盘	1
一体化	集成化	1
销魂	陶醉	1
光荣	流芳百世	1
观后感	影评	1
恼怒	愤慨	1
帮助	赞助	2.829134585510722
拥戴	崇拜	10.0
扯淡	闲聊	1
旅程	旅行	1
男孩	小伙子	8.261400122536173
见解	意见	5.136604723926483
穷苦	贫穷	1
生命	性命	1
滚蛋	滚开	1
维他命	维生素	1
多元化	年轻化	1
宝贵	金子	1
结构	系统	1.8820428164138598
玩偶	工具	1
丧失	失独	1
肚量	肚子	1
娇气	公主	1
寒暑假	黄金周	1
笑料	活宝	1
百货	商场	5.969772079562299
信息化	智能化	1
茶道	茶叶	1
罪孽	犯人	1
感冒药	退烧药	1
难点	问题	5.094845983418876
同事	朋友	5.919944661681073
名字	姓氏	1
网站	网页	1
名誉	名气	5.383172283905607
七情六欲	欲望	1
审理	问讯	1
工具	器具	8.088500860260032
意思	意义	3.773434699870285
优惠	降价	5.404757371642221
伴随	陪伴	6.8778690605760335
尘垢	污秽	1
猫腻	阴谋诡计	1
吃醋	争风吃醋	1
软着陆	经济	1
生产力	创新	3.6747685560912773
上市	盈利	5.68612579120531
泼妇	女强人	1
载体	书本	6.674257159723467
地址	小区	5.643806021319286
价钱	票房	6.139010921821645
表彰	进步	3.510990879844888
理论	结论	5.109988752347027
烦闷	失眠	1
亲人	敌人	3.532305258187634
跳槽	移动	1
饮酒	喝茶	1
财运	桃花运	1
女权	女性	1
一般	差	4.026180663605285
赌局	扑克牌	1
宋	明	4.641668872224793
雾霾	阴天	1
程序	指令	6.81312536307098
关键字	关键	1
松驰	疲软	1
平等	平均	1.0000000000000004
经营	张罗	1
客套	礼貌	1
利用	使用	5.123351095912485
审查	自纠自查	1
炖	焖	1
喜欢	崇敬	7.676509948947745
暗号	密码	1
规律	原理	5.6414756293903405
轻率	鲁莽	1
手法	方法	6.07477757485541
准则	规则	6.549586567760241
迂腐	墨守成规	1
闯祸	惹是生非	1
清晰	一清二楚	1
姐妹	闺蜜	1
扎实	脚踏实地	7.89255368966296
事物	东西	6.341589153278468
睡	寐	1
忌妒	妒嫉	1
俱乐部	富人	1
味道	鼻子	1
绩点	老师	1
关心	放任	1
空间	世界	3.2004923873569475
僻静	冷静	1
字符	程序	1
裁判	足球	6.2864366924276975
股票	银行	2.0361890791605393
红颜	面容	1
著名	著作	5.209078440807145
可能性	可靠性	6.648496197644977
占有	争取	3.6632774881765235
合肥	巴黎	4.715344038178466
热线	焦点	6.923535869014172
影响力	破坏力	1
温度	湿度	8.57036324095594
痛苦	忍辱负重	1
偶遇	艳遇	1
公众	媒体	5.228547679312065
姑娘	青春	5.19560557036609
多媒体	设备	5.258820188783578
韩	日	3.7767791775005026
钱	利	1.7856814908852632
细心	三心二意	1
博物馆	剧院	6.958612028614327
诵读	歌唱	1
阳光	雨露	1
竞争	考试	3.154816898185795
消灭	灭菌	1
饭局	交际	1
媚俗	高雅	1
密码	账号	9.90030031556976
夫人	孩子	2.8743077157864696
简化	优化	5.493886630238714
侵害	性侵	1
故事	剧情	7.277883206570289
调整	整合	5.898420133991696
亲密	缠绵	8.858842367465968
创新	发明	5.557384885362467
带头	敢为人先	1
公约	规章	7.628317730646212
高大上	超凡脱俗	1
解闷	排遣	1
放肆	大胆	1
合同	协议	5.978408330061495
私语	嘀咕	1
大概	差不多	8.570016478816065
比如	譬如	8.170654024018603
友善	清新	1
胆小鬼	兔子	1
繁荣	泡沫	3.3847172863266874
智力	想象	6.428947148897187
茶馆	企业	1
消极	四大皆空	1
爱怜	同病相怜	1
激励	缅怀	6.033458311068759
灌输	讲解	1
车辆	行人	6.93255983461957
偏见	认知	1
北京市	成都市	6.821135854232305
水果	西红柿	6.68564803736925
艺术家	地理学家	1
干涉	管理	3.27288952487764
管理	托管	1
书籍	图书馆	5.937216628174809
框架	组织	3.7314676968341183
炮兵	海军	1
学习	上课	4.630635611615838
图书馆	文化宫	1
欲望	情欲	1
独立	啃老	1
同学	同事	7.485228371840678
语文	数学	1
低贱	崇高	1
海域	渤海湾	1
奖赏	惩罚	8.74084635178588
名称	外号	1
霸气	气场	1
数据库	信息	5.9272589526646415
波涛	海水	1
唱	颂	6.552824726637062
鬼话	谎言	1
顺应	附和	1
较真儿	死板	1
乐观	阳光	5.197963652073845
羞辱	辱	1
赋予	给予	4.259652479671524
伪善	虚伪	1
在行	熟练	1
怪异	奇怪	1
谦卑	谦逊	1
反应	反响	5.78704555576882
过时	落伍	1
金钱	钱财	1
种	栽	4.4072060840059395
对话框	窗口	1
弥补	补偿	7.4730978343787395
财力	精力	6.21474317239071
功夫	素养	6.640634781117676
竞争力	鉴赏力	1
比赛	团队	1
企业家	作曲家	6.375976992555579
素菜	牛肉	1
报警	报告	4.514099347717361
残疾	死亡	4.78895904513436
指导	斥责	1
利润	成本	5.576124133082243
思想	智力	4.943433021727682
配合	违抗	1
电话	邮件	5.734207586473588
公司	代销店	1
苹果	香蕉	8.840752296356928
盈利	亏损	7.031025154770779
公益	善心	1
总理	主席	1.8377445973543938
医生	护士	1
疼爱	溺爱	1
新闻界	舆论界	7.215315023623656
眺望	展望	1
发怒	恼羞成怒	1
执着	倔强	1
牵强	勉强	1
散伙	离别	1
支柱	骨干	5.2688454104942855
慰劳	犒赏	1
心态	心境	8.468628234391131
走神	愣	1
诀窍	秘籍	1
成果	果实	4.029720350311442
恼	怒	1
犹豫	踟蹰不前	1
作用	功能	4.1935477101120995
怜爱	爱怜	1
化肥	化学肥料	1
物流	顺风	1
皮肤	眼睛	7.5770614138790835
印象	大脑	5.555557407342187
阶层	皇室	1
新鲜	空气	6.4805429683648175
法庭	律师	7.1136075493052795
文章	理论	3.5592662042144463
行星	月亮	1
日记	文章	6.469750681476838
食物	水果	6.201556200526016
俗	美	1
会员卡	会员	1
欧洲	南美洲	1
风景	山水	8.117484542172738
文体	骚体	1
没劲	兴致勃勃	1
新浪	腾讯	1
服装	裙子	1
凉快	炎热	1
